Content,sentiment
couple year may die without kateage keep finger crossed tho,negative
someone soon lucky recipient th tweet oh wait shit,positive
lost voice,negative
wish something toast glass water,neutral
woke early morning not happy bout headache dizzy cant breathe yeh im still sick,negative
didnt win lammy last night happy scott sherman walked foot bea today,positive
yea think waited long oh well thats cool signed im already done core class,positive
cough cough hack hack,negative
reaons not worth drunk no reason depressed revision nothing happened reason worth itmatt dunno,negative
nocturnal serendipity kashmir important mean end,positive
said final farewell roommate almost finished packing dc bust rd california divorce x,negative
thats not fair im hungry hell,positive
aww typing beyond graveimpressive,positive
aww please explain botts fused,negative
cant change profile setting,neutral
got new sneak todaycant wait break instupid rain,negative
stupid putet wont let go chat,negative
thanks shout outyou might right starving thing little lol,positive
unfortunatly start making way home via singapore gig fun aint yet,negative
lotsa water already dark,neutral
sitting traffic car get rained washed sunday doesnt weather know california,negative
missed chicago show boo,negative
chicago landed xoxo,neutral
ahh slept game im gonna try best watch tomorrow though hope play army,negative
sorry bro thats rough,negative
im sad take suit bc know im not going get wear one long time,negative
think im going wind going home go bed,negative
bout hit pmark make one final meal wit housemate,neutral
miss u roommate,negative
im really enjoying pin needle leg morning not,negative
bored kinda lonely parent went lake didnt friend bring knew bored didnt go,negative
welcome back bay area call wish could meet ya meetup ill working gig,neutral
scanton thats farr elaine got cartilage pierced cute,neutral
im trying fix doesnt ahi dios mio u good lol,negative
def isnt dont even feel like without pic next tweet,neutral
plan taking flight go tonight theyre sinking hudson since work morning stupid bird strike,negative
coming end loong day good new got everything done bad news gotta wake tomorrow work,negative
oh god bicycle accident across street house think fatal cyclist died near place yr ago need bike lane,neutral
im hungry dunno makei want popcorn chicken w mac cheese,neutral
soo hungry right shouldve eaten wedding,neutral
im bored no internet havent made downtown beach yet,negative
im hungry cold,negative
poker night instead kate voegele guess itll,positive
ok im good headed home look like wet dog,neutral
okayjust eat cooky not share lol,positive
ooh boo see bar well miss ill make pt stopping,negative
omfg downing tasty ate almost lo,positive
umm no comment lol actually not watched gh week,neutral
passed driver test driveoh wait dont turn till october,positive
scramming little early nib sound pathetic,positive
working tomorrow day cant anything tonight whats plan saturday,negative
home invader taken base,neutral
dear god hope save,negative
ballerina family super nice albeit little controlling son life bayou family judgemental,neutral
hey going looking forward weekend sadly im workin sat sun,negative
chewed starbucks subway gift card christmas time got big trouble not allowed near purse,negative
yeah double edged sword guess dead new story,negative
sometimes wish man could pee stand scratch chest instead lie breast hah,neutral
crud say,neutral
feel really sick puked gut help please,negative
read tweet sounded like getting swear not meant,negative
hear sister,neutral
trying watch boy flower online streaming suck wireless crappy,negative
yet even get play year soon hope,positive
dang hour drive bad daughter st bday party hosted donnie,positive
maybe computer committed suicide week faves link wont load,negative
slipped caught flu feeling like poop,neutral
missed lodos,negative
noo not busy ever srsly pal im not yet familiar iphone twitter,negative
want part window clubhouse wl space blog random not place share window stuff,negative
nope no love,negative
yes fun connect pls tell hello cant find twitter,positive
awe sorry probably true,negative
headache hanging puffy love,positive
twitter eat dm not happy,negative
swollen faceagain,negative
cleaning house friday night,negative
jennah u tell jay said good night plz im asking nicely,neutral
yall going without,neutral
baby im maryland im not gonna make see ur sexy as next sat camden vipcome early n hang,negative
music work today painful,negative
wish see cnn no volume,negative
really really itchy eye,neutral
feeling sick wondering get bed go throw go sleep,negative
im sorry want call not aim couple hour need vent,negative
miss two find random form communication slows im home miss le xx,negative
reply would make life reply usually people call gay tell willblok,positive
chillin wish pal il,negative
lol gonna water prob cold heck,negative
mile run meter swim thing looking better better laying bike today,positive
disney store not treating well hour realy want go willdo anythig go show,negative
yeah need fricken cell number ive tried home month he busy miss bradd,negative
no dicei searched help areajust problem people would hotoh well,negative
far ive tried kill twice min ive outside tripping stupid thing knew shouldve stayed bed,negative
ohh hm dont want screw mine,negative
hell school mo started,neutral
spoke culture racker castle time awesome mexican food no drinkingantibiotics,neutral
twitter spam oh no,negative
wish werent going venue vancouver,negative
rehearsal rob delucca thingy next month nothing like learning new song last minute,neutral
ani sorry,negative
dagnabbitt u kno wanna go gotta couple lap pool though,neutral
trouble starship trooper theyre mean great big pink bug,negative
sadly dont hehe,positive
ld come u could australia far away,negative
there nothing worse getting text dog abandoned town,negative
turn back time make didnt hurt knee bad come mine never ignored,neutral
know hd comcast doesnt,neutral
ftr u miss u team already,negative
boo senior yearbook suck thanks memory bh,negative
miss hearing guy missed,negative
r u tonight broi wanna go,negative
sorry change plan revision monday exam park one friend,negative
england x,neutral
dear god im sleepy must sleep deprived even fell asleep sitting groan im really old,negative
trying deny shes beginning miss every single day apart need sprite haha,negative
little kid annoy hell outa active shouting attacking etc,negative
