Content,sentiment
good morning hope good day today although monday positive,love
im bird broken wings shes song love sing know xx,neutral
thanks gifford lectures page,happiness
fun summer,happiness
haha awful think everyone hates sound voice hear played back know,fun
gi team edward id watch back p,neutral
yet hope check week,neutral
hott tuuneee,happiness
fine old british tradition chilly grey drizzle bank holiday still observed,neutral
lol like challenges impossible want try,happiness
waiting el listening little mjb fine perfect song start week,love
polly scattergoods new single today download please dont touch ep itunes ace,happiness
planning things may,neutral
movie takes lot digs indian movie industry may much sense unless followed long enough,worry
remember guy 1st tweetbud help get 900 flwrs make smile,happiness
know read almost tweets sort disgusting euphamism quite fun,fun
working preschoolwaiting kiddies get heremaking dunkin donuts coffee,love
hey crop photoshop play around composition looks better large etc,neutral
tweeting today gardening either bet,neutral
good morning ready start week,happiness
reviews done 30 new sentences 100 iknow done wow role,happiness
mostly going work update twilight blog basically thats life sleeptime,neutral
ive heard basment jaxxs new song raindropsthats fantastic makes dancing cant wait fuji rock festival,happiness
need play something mary poppins everyone knows thats rooms get tidy,worry
working working working many hours spent worth letï¿½s make red irlanda big,sadness
chillin rents looking hilarious old photos well funny,happiness
picture day 3 yo preschooler light blue striped utton kahkis wonder color pick 3 hours,neutral
good morning,happiness
im going schooljoy 720 ive got go bye,fun
young money,neutral
yes mondays hard hope great day opportunity get point sun,neutral
wide awake ready big shopping trip hope get tones sweet dealz lots fancy clothes,neutral
download speeds unlimited notice,worry
well need get motivation also homework essay lovely day,neutral
day lord made rejoice glad,love
lol gillian anderson comment,neutral
pick daughters appear picking unhealthy liking primarkfeel like bad parent,worry
come join fun first pitch legends game may 16th 7 pm,happiness
ive problem charmed fast mean ill cross fingers,worry
true u downloaded tweetdeck yet literally amazing xxx,happiness
officially moss doesnt work vista unofficially fine,neutral
ahahahah hello welcome twitter got hang already xx,sadness
sweetie,love
go,happiness
happy birthday congrats wish ladyill take care,love
trying watch lost online annoying slowthe internet lost,relief
sam may ask odd question might fave animal,neutral
morning school ickkk,neutral
going watch supernatural shall return afterwards xx,neutral
gonna longg day fun senior walk finally,fun
prob cuz dont really like sleeping late even tried,neutral
thank,relief
whoaaaaaaaaaaa ryan see smile,happiness
figured ended taking cousin work rain anyway hit,happiness
guys call bartâ ofâ theâ criticalâ questions im guessing thats good thing zeropointit,love
thats crazy would anyone follow tweets much fun,love
happy star wars day,happiness
agree keep star trek make commercially viable cmon,happiness
miss,sadness
ah gotcha well im curious hear thought wolverine actually went saw,neutral
whew finally got rc,relief
listening pnk tunage trying teach cat dance think shes getting backing dancers next tour,happiness
im tuna noodles thing smashed potato cakes winksy says hi,neutral
yay congratulations oh newly minted graduate youll let buy lunch iced chocolates plural celebrate,happiness
sail around world baby,love
love dawn replicants love music monday,love
7846 almost catching gonna kick ass woop b joing 10k mile high club soon,hate
going take last final wish luck,neutral
feel absoulutley fine,love
5 hours late never managaed sleep properly think david tweeting back earlier reason ahaha,happiness
thanks,love
ya would gained kgs working today,neutral
remember evidence based management lecturesdefinitely best ebm,happiness
going gym early trying get back shape husb got gift cert swim w dolphins bd need muscles,happiness
yeah love hawaiian outfit reused rugby 7 year,happiness
guinness got 2 new toys mom dads house hooray free stuff,happiness
thank much im glad like,happiness
sounds like lots fun nick lol,fun
knew horse called dollar,neutral
good morning thank retweet great day,love
laura ur call,neutral
checking,neutral
star wars day urgh im gonna get videos,worry
love ryans housewife makes smile,worry
woo got fast mobile broadband connection,fun
uce pgce went leicester main degree though,happiness
thanks,neutral
room clean time breakfast,neutral
smiling guys turn speakers smilelife good,neutral
school football alecceeee,worry
personally could decide election sign place north40 last fall reagan 08 tjefferson 08 troosevelt 08,worry
precise weather report,neutral
gets like 10c night 25c day,neutral
ha ha ha slept three days row must new personal best today im going attempt finish regluing fans,love
got work take whole day great boss,happiness
waking ungodly hours go work starting get old least coffee good,neutral
woke dreaming met hero author anne rice son author christopher rice euphoria perhaps would someday,neutral
awarded first ever credit card,happiness
idea offhand keep tweeting crowdsourcing graphics im sure someone tell,neutral
clive birthday pat,happiness
well youre ever headed back west coast hit tiny place hack hang beach,neutral
youre right duckies thanks big help wrapping writing,relief
back nice hot shower wishing brent older brother,fun
happy star wars day,happiness
going work ill home im going look camera since must lost house everyone wonderful day,sadness
omg supernatural good news week,happiness
happy monday morning,relief
good morning got afternoon germany,worry
love,love
see,neutral
posting pic h suit pretty please,enthusiasm
oh see grandparents ilocos well moved nueva ecija,worry
popcorn crazy dude still adorable,fun
would travel uk one big us meets sound great id love go one many furs much art,fun
btw nathanfillion trying beat flight control score well maybe follow,enthusiasm
finally sickness,relief
walk cornish countryside great british bank hol,happiness
sheesh crochet bah humbug sleep um suppose someday,relief
thanks anita looking hosting look,neutral
maybe take recorder around record new melodies youve came yr head,neutral
nice weatherlooks like going rain delhi,happiness
good morning tweeps feeling wont oversleeping gracie around pounced head woke 7am,neutral
awake school ew put nice lotion,hate
last day high school,fun
ah veronica pleasure meet im stephen,happiness
congradts ur show even tho wasnt lol,happiness
goodness havnt heard lovelovelove old stuff though overture underscore best album think,love
20somethin single,neutral
goal live month 1minute 1 hour 1 day time may otherwise put true,neutral
heading u utah hospital great day everyone,relief
go last final happiness,love
nice assignments night,love
hard weekend much alcohol fuckin weinfest,happiness
thx following,surprise
yay three followers good know one person big wide world likes fishies,love
oh dear hope feeling better soon get nice hot chicken soup,worry
guys need come somewhere like philly somewhere north jersey,neutral
one interlock one go,neutral
phone,neutral
maaategrooovin chain uploading videos youtube go watch,neutral
created new album facebook phantom cross stitch want track progress feel like getting something done,neutral
found selena gomezs birthday 6 days mine,surprise
sure wish mind could enter box called nothing men brain wont go exhausting,sadness
love kiss,love
wow back business usual 3 days excess weekend,neutral
back home early wow thing getting addictivedamn u phil xd,worry
air breathe like pill know kind thing makes change daniel odonnell jim reeves,neutral
heyy lol talking david archuleta site well lol funy lol,happiness
